ticker,name,sector,market_cap,market
000215.KS,"DL Holdings CO., LTD.",Basic Materials,850797461504,KOSPI
008730.KS,"Youlchon Chemical Co.,Ltd.",Consumer Cyclical,848160030720,KOSPI
004490.KS,"Sebang Global Battery Co., Ltd.",Industrials,846901739520,KOSPI
085660.KQ,"Chabiotech Co.,Ltd.",Healthcare,846802321408,KOSDAQ
039130.KS,Hanatour Service Inc.,Consumer Cyclical,841101541376,KOSPI
067160.KQ,"Soop Co., Ltd.",기타,836566646784,KOSDAQ
251970.KQ,"Pum-Tech Korea Co., Ltd",Consumer Cyclical,834412347392,KOSDAQ
044490.KQ,"Taewoong Co.,Ltd",Industrials,834308603904,KOSDAQ
298050.KS,Hs Hyosung Advanced Materials,Consumer Cyclical,821222047744,KOSPI
067310.KQ,HANA Micron Inc.,기타,819783401472,KOSDAQ
041190.KQ,"Woori Technology Investment Co., Ltd",Financial Services,819205046272,KOSDAQ
460930.KQ,HYUNDAI HYMS,Industrials,814781890560,KOSDAQ
064960.KS,"SNT Motiv Co., Ltd.",Consumer Cyclical,805599313920,KOSPI
003030.KS,SeAH Steel Holdings Corporation,Basic Materials,804051550208,KOSPI
086900.KQ,Medy-Tox Inc.,Healthcare,798002380800,KOSDAQ
222800.KQ,"SIMMTECH Co., Ltd.",Technology,796147515392,KOSDAQ
388720.KQ,"Yuil Robotics Co., Ltd.",기타,795771928576,KOSDAQ
079900.KS,JUNJIN C&R,Industrials,794380730368,KOSPI
003240.KS,"Taekwang Industrial Co., Ltd.",Basic Materials,790291480576,KOSPI
036530.KS,"SNT Holdings Co., Ltd.",Industrials,789499609088,KOSPI
001685.KS,Daesang Corporation,Consumer Defensive,788242890752,KOSPI
001680.KS,Daesang Corporation,Consumer Defensive,788241973248,KOSPI
475150.KS,"SK eternix Co., Ltd.",Utilities,787623510016,KOSPI
086450.KQ,"DongKook Pharmaceutical Co., Ltd.",기타,786628018176,KOSDAQ
183300.KQ,KoMiCo Ltd.,Technology,783557853184,KOSDAQ
079160.KS,"CJ CGV Co., Ltd.",Communication Services,779881807872,KOSPI
075580.KS,"Sejin Heavy Industries Co., Ltd.",Industrials,761214795776,KOSPI
002840.KS,"Miwon Commercial Co., Ltd.",Basic Materials,761000951808,KOSPI
214320.KS,Innocean Worldwide Inc.,Communication Services,756399996928,KOSPI
248070.KS,"Solum Co., Ltd.",Technology,755495927808,KOSPI
000670.KS,Young Poong Corporation,Technology,751354773504,KOSPI
052400.KQ,"Kona I Co.,Ltd.",Technology,749990772736,KOSDAQ
009240.KS,"Hanssem Co., Ltd.",Consumer Cyclical,741203378176,KOSPI
005420.KS,"Cosmo Chemical Co., Ltd.",Basic Materials,735061934080,KOSPI
161580.KQ,"Philoptics Co., Ltd.",Industrials,730053804032,KOSDAQ
381970.KS,"K Car Co., Ltd.",Consumer Cyclical,727549739008,KOSPI
031980.KQ,PSK HOLDINGS Inc.,기타,724496613376,KOSDAQ
003470.KS,"Yuanta Securities Korea Co., Ltd.",Financial Services,722428231680,KOSPI
003475.KS,"Yuanta Securities Korea Co., Ltd.",Financial Services,722426396672,KOSPI
335890.KQ,"VIOL Co., Ltd.",Healthcare,721786241024,KOSDAQ
003850.KS,Boryung Corporation,Healthcare,717882785792,KOSPI
001065.KS,JW Pharmaceutical Corporation,Healthcare,716197527552,KOSPI
005257.KS,Green Cross Holdings Corporation,Healthcare,712759181312,KOSPI
005250.KS,Green Cross Holdings Corporation,Healthcare,712758460416,KOSPI
290650.KQ,"L&C BIO Co.,LTD",Healthcare,712305868800,KOSDAQ
417200.KQ,LS Materials,Industrials,711706476544,KOSDAQ
000640.KS,"Dong-A Socio Holdings Co., Ltd.",Healthcare,710137872384,KOSPI
268280.KS,"Miwon Specialty Chemical Co., Ltd.",Basic Materials,709041455104,KOSPI
003620.KS,KG Mobility Corp.,Consumer Cyclical,707300622336,KOSPI
451800.KS,"Hanwha REIT Co., Ltd.",Real Estate,706726002688,KOSPI
121600.KQ,"Advanced Nano Products Co., Ltd.",Basic Materials,703518474240,KOSDAQ
056190.KQ,SFA Engineering Corporation,Industrials,701856022528,KOSDAQ
131970.KQ,DOOSAN TESNA Inc.,기타,700281389056,KOSDAQ
005690.KS,"Pharmicell Co., Ltd.",Healthcare,700246654976,KOSPI
007700.KS,"F&F Holdings Co., Ltd.",Consumer Cyclical,698569785344,KOSPI
082920.KQ,"VITZROCELL Co.,Ltd.",기타,693116207104,KOSDAQ
218410.KQ,RFHIC Corporation,기타,691563593728,KOSDAQ
281820.KS,"KCTech Co., Ltd.",Technology,689325867008,KOSPI
336370.KS,"Solus Advanced Materials Co., Ltd.",Technology,688954867712,KOSPI
019170.KS,"Shinpoong Pharmaceutical Co.,Ltd",Healthcare,675012673536,KOSPI
019175.KS,"Shinpoong Pharmaceutical Co.,Ltd",Healthcare,675012542464,KOSPI
069260.KS,"TKG Huchems Co., Ltd.",Basic Materials,671490768896,KOSPI
241710.KQ,"Cosmecca Korea Co., Ltd.",Consumer Defensive,667500019712,KOSDAQ
005180.KS,"Binggrae Co., Ltd.",Consumer Defensive,666671710208,KOSPI
000370.KS,"Hanwha General Insurance Co., Ltd.",Financial Services,665971195904,KOSPI
293940.KS,"Shinhan Alpha REIT Co., Ltd.",기타,661541814272,KOSPI
009415.KS,"Taeyoung Engineering & Construction Co.,Ltd.",Industrials,658073780224,KOSPI
214430.KQ,i3system Inc.,Technology,655731523584,KOSDAQ
284740.KS,"CUCKOO Homesys Co., Ltd",Industrials,645765136384,KOSPI
025540.KS,"Korea Electric Terminal Co., Ltd.",Industrials,645336989696,KOSPI
271940.KS,"Iljin Hysolus Co., Ltd.",Consumer Cyclical,640927989760,KOSPI
000075.KS,Samyang Holdings Corporation,Industrials,638814257152,KOSPI
000070.KS,Samyang Holdings Corporation,Industrials,638813995008,KOSPI
023160.KQ,Tae Kwang Corporation,기타,632453070848,KOSDAQ
001570.KS,"Kumyang Co., Ltd.",Basic Materials,632041766912,KOSPI
093370.KS,"Foosung Co., Ltd.",Basic Materials,626369167360,KOSPI
319660.KQ,PSK Inc.,Technology,618439049216,KOSDAQ
030520.KQ,Hancom Inc.,기타,613861490688,KOSDAQ
101730.KQ,"Wemade Max Co., Ltd.",기타,611908911104,KOSDAQ
200670.KQ,"Humedix Co., Ltd.",Healthcare,610949922816,KOSDAQ
009520.KQ,"POSCO M-TECH Co., Ltd.",기타,610020163584,KOSDAQ
032190.KQ,Daou Data Corp.,Technology,608587022336,KOSDAQ
006730.KQ,"Seobu T&D Co., Ltd.",Consumer Cyclical,608027475968,KOSDAQ
440110.KQ,FADU Inc.,Technology,603783299072,KOSDAQ
084110.KQ,"Huons Global Co., Ltd.",기타,603518992384,KOSDAQ
006650.KS,"Korea Petrochemical Ind. Co., Ltd.",Basic Materials,601552125952,KOSPI
032820.KQ,"Woori Technology, Inc.",기타,601067421696,KOSDAQ
037270.KS,"YG Plus, Inc.",Communication Services,600676433920,KOSPI
053800.KQ,"AhnLab, Inc.",Technology,598158016512,KOSDAQ
419530.KQ,"SAMG Entertainment Co., Ltd.",Communication Services,597139718144,KOSDAQ
057050.KS,Hyundai Home Shopping Network Corporation,Consumer Cyclical,595134185472,KOSPI
009410.KS,"Taeyoung Engineering & Construction Co.,Ltd.",Industrials,589606354944,KOSPI
211050.KQ,"INCAR FINANCIAL SERVICE Co., Ltd.",Financial Services,589195116544,KOSDAQ
249420.KS,"Ildong Pharmaceutical Co., Ltd.",Healthcare,587976998912,KOSPI
033100.KQ,"Cheryong Electric Co.,Ltd.",Industrials,587883872256,KOSDAQ
102710.KQ,"ENF Technology Co., Ltd.",기타,585799827456,KOSDAQ
005390.KS,"Shinsung Tongsang Co., Ltd.",Consumer Cyclical,582735953920,KOSPI
222080.KQ,Creative & Innovative System Corporation,Industrials,582545637376,KOSDAQ
010780.KS,"IS DongSeo Co., Ltd.",Industrials,579631644672,KOSPI
025320.KQ,Synopex Inc.,Technology,578954002432,KOSDAQ
383310.KQ,"Ecopro HN Co., Ltd.",Industrials,577761837056,KOSDAQ
002350.KS,Nexen Tire Corporation,Consumer Cyclical,574682038272,KOSPI
002355.KS,Nexen Tire Corporation,Consumer Cyclical,574681055232,KOSPI
002960.KS,"Hankook Shell Oil Co.,Ltd.",Energy,574599987200,KOSPI
060250.KQ,NHN KCP Corp.,Technology,569344524288,KOSDAQ
017810.KS,Pulmuone Corporate,Consumer Defensive,569170919424,KOSPI
036620.KQ,"GAMSUNG Corporation Co., Ltd.",기타,568998428672,KOSDAQ
003300.KS,"Hanil Holdings Co., Ltd.",Basic Materials,568839307264,KOSPI
002030.KS,"ASIA Holdings CO., Ltd.",Basic Materials,567510630400,KOSPI
005810.KS,Poongsan Holdings Corporation,Basic Materials,565753544704,KOSPI
005880.KS,Korea Line Corporation,Industrials,565329592320,KOSPI
078130.KQ,"Kuk-Il Paper Mfg Co.,Ltd",기타,564832436224,KOSDAQ
016380.KS,"KG Dongbu Steel Co.,Ltd.",Basic Materials,561337925632,KOSPI
161000.KS,"Aekyungchemical Co., Ltd.",Basic Materials,557116555264,KOSPI
089590.KS,"Jeju Air Co., Ltd.",Industrials,551912079360,KOSPI
058970.KQ,EMRO. Incorporated,Technology,549513003008,KOSDAQ
377740.KS,"BioNote, Inc.",Healthcare,547349397504,KOSPI
058610.KQ,"SPG Co., Ltd.",기타,546672902144,KOSDAQ
036540.KQ,"SFA Semicon Co., Ltd.",Technology,542724128768,KOSDAQ
099320.KQ,"Satrec Initiative Co., Ltd.",기타,539351515136,KOSDAQ
453340.KS,"Hyundai Green Food Co., Ltd",Consumer Defensive,537864536064,KOSPI
048410.KQ,"Hyundai Bioscience Co., Ltd.",Healthcare,537816727552,KOSDAQ
475830.KQ,"Orum Therapeutics, Inc.",Healthcare,534101688320,KOSDAQ
090460.KS,"BH Co., Ltd.",Technology,533724463104,KOSPI
002710.KS,TCC Steel Corp.,Basic Materials,532138098688,KOSPI
145720.KS,"Dentium CO., LTD",Healthcare,530369249280,KOSPI
053030.KQ,"BINEX Co., Ltd.",기타,527397912576,KOSDAQ
456040.KS,OCI Company Ltd.,Industrials,526407008256,KOSPI
000400.KS,"Lotte Non - Life Insurance Co., Ltd.",Financial Services,525487013888,KOSPI
215200.KQ,MegaStudyEdu Co. Ltd,Consumer Defensive,524496371712,KOSDAQ
098070.KQ,HANTECH,Industrials,522691706880,KOSDAQ
002025.KS,Kolon Corporation,Industrials,522665197568,KOSPI
002020.KS,Kolon Corporation,Industrials,522664574976,KOSPI
189300.KQ,"Intellian Technologies, Inc.",기타,520773107712,KOSDAQ
058650.KS,SeAH Holdings Corporation,Basic Materials,519284817920,KOSPI
372320.KQ,Curocell,Healthcare,518274449408,KOSDAQ
014830.KS,UNID Company Ltd.,Basic Materials,517836537856,KOSPI
399720.KQ,"Gaonchips Co., Ltd.",Technology,516079845376,KOSDAQ
348950.KS,JR Global REIT,Real Estate,512190709760,KOSPI
093050.KS,LF Corp.,Consumer Cyclical,511660556288,KOSPI
319400.KQ,"HYUNDAI MOVEX Co., Ltd.",Financial Services,511134728192,KOSDAQ
178920.KS,"PI Advanced Materials Co., Ltd.",Basic Materials,509505306624,KOSPI
052020.KQ,"STCube, Inc.",기타,509499736064,KOSDAQ
001067.KS,JW Pharmaceutical Corporation,Healthcare,507847802880,KOSPI
001060.KS,JW Pharmaceutical Corporation,Healthcare,507846819840,KOSPI
166090.KQ,Hana Materials Inc.,Technology,506658422784,KOSDAQ
183190.KS,"Asia Cement Co.,Ltd.",Basic Materials,503934943232,KOSPI
456160.KQ,지투지바이오,Healthcare,503301734400,KOSDAQ
064260.KQ,"Danal Co., Ltd.",Technology,501615427584,KOSDAQ
001500.KS,"Hyundai Motor Securities Co.,Ltd.",Financial Services,501465645056,KOSPI
460860.KS,Dongkuk Steel Mill Company Limited,Basic Materials,495995486208,KOSPI
067630.KQ,"HLB Life Science Co., Ltd.",기타,491567906816,KOSDAQ
365340.KQ,"SungEel HiTech Co., Ltd.",Industrials,491321786368,KOSDAQ
322000.KS,"HD Hyundai Energy Solutions Co.,Ltd.",Technology,491120001024,KOSPI
272290.KQ,"INNOX Advanced Materials Co.,Ltd.",Technology,490297458688,KOSDAQ
099190.KQ,"i-SENS, Inc.",기타,490263838720,KOSDAQ
002240.KS,Kiswire Ltd.,Basic Materials,488948269056,KOSPI
344820.KS,KCC GLASS Corporation,Industrials,488662138880,KOSPI
278280.KQ,"Chunbo Co., Ltd.",Basic Materials,488556003328,KOSDAQ
348210.KQ,"NEXTIN, Inc.",Technology,488096759808,KOSDAQ
145995.KS,Samyang Corporation,Consumer Defensive,487185285120,KOSPI
145990.KS,Samyang Corporation,Consumer Defensive,487184039936,KOSPI
080220.KQ,Jeju Semiconductor Corp.,기타,485373476864,KOSDAQ
025900.KQ,"Dongwha Enterprise Co.,Ltd",Basic Materials,484855644160,KOSDAQ
097520.KS,"MCNEX Co., Ltd",Technology,484777492480,KOSPI
397030.KQ,"AprilBio Co.,Ltd.",Healthcare,484575444992,KOSDAQ
095610.KQ,"TES Co., Ltd",기타,483260071936,KOSDAQ
074600.KQ,Wonik QnC Corporation,Technology,483173433344,KOSDAQ
006220.KS,Jeju Bank,Financial Services,482895855616,KOSPI
047920.KQ,"HLB Pharmaceutical Co., Ltd.",Healthcare,481351860224,KOSDAQ
015750.KQ,"Sungwoo Hitech Co., Ltd.",Consumer Cyclical,479949586432,KOSDAQ
032500.KQ,Kmw Inc.,Technology,479841845248,KOSDAQ
340570.KQ,"T&L Co., Ltd.",Healthcare,479477399552,KOSDAQ
059090.KQ,MiCo Ltd.,Technology,477795844096,KOSDAQ
194480.KQ,Devsisters corporation,Communication Services,474577272832,KOSDAQ
030530.KQ,"Wonik Holdings Co., Ltd",Industrials,473574604800,KOSDAQ
009900.KS,"Myoung Shin Industrial Co.,Ltd",Consumer Cyclical,472755601408,KOSPI
127120.KQ,"JS Link, Inc.",Healthcare,471298048000,KOSDAQ
024720.KS,"Kolmar Holdings Co.,Ltd.",Consumer Defensive,470202286080,KOSPI
119850.KQ,"GnCenergy Co., Ltd",Industrials,465343610880,KOSDAQ
206650.KQ,"EuBiologics Co., Ltd.",Healthcare,464350937088,KOSDAQ
095660.KQ,NEOWIZ,기타,462930739200,KOSDAQ
272450.KS,"Jin Air Co., Ltd.",Industrials,461225721856,KOSPI
004690.KS,"Samchully Co.,Ltd",Utilities,461215498240,KOSPI
017940.KS,E1 Corporation,Energy,459070963712,KOSPI
034310.KS,"NICE Holdings Co., Ltd.",Financial Services,457687498752,KOSPI
241590.KS,"Hwaseung Enterprise Co., Ltd.",Consumer Cyclical,452602068992,KOSPI
314930.KQ,"Biodyne Co., Ltd.",Healthcare,450995027968,KOSDAQ
230360.KQ,"Echomarketing Co.,Ltd.",Communication Services,449992392704,KOSDAQ
036810.KQ,Fine Semitech Corp.,Technology,449320484864,KOSDAQ
131290.KQ,"TSE Co., Ltd",기타,442205503488,KOSDAQ
389650.KQ,NEXTBIOMEDICAL,Healthcare,441615187968,KOSDAQ
466100.KQ,CLOBOT,Technology,441258278912,KOSDAQ
034950.KQ,"Korea Ratings Co., Ltd.",Financial Services,441180028928,KOSDAQ
003925.KS,"Namyang Dairy Products Co., Ltd",Consumer Defensive,439087923200,KOSPI
003920.KS,"Namyang Dairy Products Co., Ltd",Consumer Defensive,439086514176,KOSPI
005610.KS,"SPC Samlip Co., Ltd.",Consumer Defensive,438492397568,KOSPI
347700.KQ,Sphere Corp.,Healthcare,437290565632,KOSDAQ
078340.KQ,Com2uS Corporation,Communication Services,431172943872,KOSDAQ
017860.KS,"DS DANSUK CO., LTD.",Basic Materials,429054492672,KOSPI
195870.KS,"HAESUNG DS Co., Ltd.",Technology,426700013568,KOSPI
458870.KQ,SEERS,Healthcare,425572433920,KOSDAQ
069080.KQ,Webzen Inc.,기타,422027264000,KOSDAQ
170900.KS,"Dong-A ST Co., Ltd.",Healthcare,421965824000,KOSPI
192650.KS,"DREAMTECH Co., Ltd.",Technology,421167497216,KOSPI
000545.KS,"Heungkuk Fire&Marine Insurance Co., Ltd.",Financial Services,421154324480,KOSPI
403550.KS,SOCAR Inc.,Technology,420376313856,KOSPI
101360.KQ,"Eco&Dream Co., Ltd.",Consumer Cyclical,419387637760,KOSDAQ
101930.KQ,"Inhwa Precision Co., Ltd",Industrials,419188408320,KOSDAQ
220100.KQ,"FutureChem Co.,Ltd",Healthcare,418294300672,KOSDAQ
124500.KQ,"ITCENGLOBAL CO., Ltd.",Technology,416288735232,KOSDAQ
357120.KS,Koramco Life Infra Reit,Real Estate,416108838912,KOSPI
006110.KS,"Sam-A Aluminium Company, Limited",Basic Materials,415611191296,KOSPI
013890.KS,"Zinus, Inc",Consumer Cyclical,412643557376,KOSPI
003280.KS,"Heung-A Shipping Co.,Ltd.",Industrials,412294742016,KOSPI
094480.KQ,"Galaxia Moneytree Co., Ltd.",기타,411912896512,KOSDAQ
018250.KS,"Aekyung Industrial Co., Ltd.",Consumer Defensive,409883607040,KOSPI
099430.KQ,"Bio Plus Co., Ltd",Healthcare,408941559808,KOSDAQ
228760.KQ,Genomictree Inc.,Healthcare,408071602176,KOSDAQ
448280.KQ,ECOEYE,Industrials,407723933696,KOSDAQ
352480.KQ,"C&C International Co., Ltd.",Consumer Defensive,407381835776,KOSDAQ
130660.KS,"Korea Electric Power Industrial Development Co., Ltd",Utilities,405218000896,KOSPI
091810.KS,"T'Way Air Co., Ltd.",Industrials,404527120384,KOSPI
034120.KS,Seoul Broadcasting System,Communication Services,403427688448,KOSPI
016800.KS,Fursys Inc.,Consumer Cyclical,402702761984,KOSPI
306200.KS,SeAH Steel Corporation,Basic Materials,402094358528,KOSPI
105630.KS,"Hansae Co., Ltd.",Consumer Cyclical,401310744576,KOSPI
093320.KQ,"KINX, Inc.",기타,400490364928,KOSDAQ
215600.KQ,"SillaJen, Inc.",Healthcare,400359522304,KOSDAQ
092790.KS,"NEXTEEL Co., Ltd.",Industrials,395230412800,KOSPI
200130.KQ,"KOLMAR BNH Co.,Ltd.",Consumer Defensive,394996809728,KOSDAQ
046890.KQ,"Seoul Semiconductor Co., Ltd.",Technology,394669096960,KOSDAQ
317330.KQ,"DUKSAN TECHOPIA Co.,Ltd.",Technology,393150726144,KOSDAQ
304100.KQ,Saltlux Inc.,Technology,393031450624,KOSDAQ
389260.KQ,"Daemyoung Energy Co.,Ltd",Utilities,392149991424,KOSDAQ
424870.KQ,ImmuneOncia,Healthcare,392033107968,KOSDAQ
056080.KQ,"Yujin Robot Co., Ltd.",기타,392002502656,KOSDAQ
389470.KQ,"Inventage Lab, Inc.",Healthcare,391501774848,KOSDAQ
041960.KQ,"Komipharm International Co., Ltd.",기타,389341806592,KOSDAQ
475560.KS,The BORN Korea,Consumer Cyclical,389064720384,KOSPI
029530.KS,"sindoh Co.,Ltd.",Industrials,388025090048,KOSPI
013030.KQ,Hy-Lok Corporation,Industrials,386815066112,KOSDAQ
045390.KQ,"DAEA TI Co., Ltd.",기타,386194243584,KOSDAQ
050890.KQ,"SOLiD, Inc.",기타,386025193472,KOSDAQ
287840.KQ,ITC,Healthcare,385556611072,KOSDAQ
448730.KS,"Samsung FN REIT Co., Ltd.",Real Estate,385141506048,KOSPI
437730.KQ,SAMHYUN,Industrials,384881688576,KOSDAQ
432320.KS,"KB STAR REIT Co., Ltd.",Real Estate,384866123776,KOSPI
215000.KQ,"GOLFZON Co., Ltd.",Communication Services,383725895680,KOSDAQ
179900.KQ,UTI Inc.,Technology,382097489920,KOSDAQ
033240.KS,"Jahwa Electronics. Co., Ltd",Technology,380439461888,KOSPI
003520.KS,"Yungjin Pharm. Co., Ltd.",Healthcare,380415344640,KOSPI
294570.KQ,COOCON Corporation,Technology,379405959168,KOSDAQ
102940.KQ,Kolon Life Science Inc.,기타,377671352320,KOSDAQ
462860.KQ,DOZN,Technology,376749457408,KOSDAQ
072710.KS,"Nongshim Holdings Co.,Ltd.",Consumer Defensive,375661002752,KOSPI
027410.KS,"BGF Co., Ltd.",Basic Materials,374221406208,KOSPI
079370.KQ,"Zeus Co.,Ltd.",기타,373765144576,KOSDAQ
094170.KQ,"Dongwoon Anatech Co., Ltd.",Technology,372051378176,KOSDAQ
006390.KS,"Hanil Hyundai Cement Co., Ltd",Basic Materials,371864961024,KOSPI
064550.KQ,Bioneer Corporation,기타,371668320256,KOSDAQ
253590.KQ,Neosem Inc.,Technology,370592153600,KOSDAQ
416180.KQ,"Shinsung ST Co., Ltd.",Industrials,369582309376,KOSDAQ
031430.KS,"Shinsegae International Co., Ltd.",Consumer Cyclical,368798859264,KOSPI
126560.KS,"Hyundai Futurenet Co., Ltd.",Communication Services,368461774848,KOSPI
115180.KQ,"Qurient Co., Ltd.",Healthcare,367022211072,KOSDAQ
450950.KQ,ASTERASYS,Healthcare,366978498560,KOSDAQ
003960.KS,Sajodaerim Corporation,Consumer Defensive,366274838528,KOSPI
473980.KQ,Knowmerce,Industrials,365151354880,KOSDAQ
003160.KS,D.I Corporation,Technology,363454693376,KOSPI
425420.KQ,Tfe Inc.,Technology,363211128832,KOSDAQ
122640.KQ,"YEST Co., Ltd.",Industrials,362008936448,KOSDAQ
083450.KQ,"Global Standard Technology, Limited",기타,361093169152,KOSDAQ
108860.KQ,Selvas AI Inc.,Technology,360920776704,KOSDAQ
295310.KQ,HVM,Basic Materials,360627568640,KOSDAQ
475960.KQ,TOMOCUBE,Healthcare,360113766400,KOSDAQ
025860.KS,Namhae Chemical Corporation,Basic Materials,360094728192,KOSPI
308430.KQ,Cellbion,Healthcare,359708098560,KOSDAQ
900140.KS,LVMC Holdings,Consumer Cyclical,359256129536,KOSPI
060980.KS,HL Holdings Corporation,Consumer Cyclical,358563086336,KOSPI
016610.KS,"DB Securities Co., Ltd.",Financial Services,357548490752,KOSPI
038500.KQ,"SAMPYO Cement Co., Ltd.",Basic Materials,357488820224,KOSDAQ
441270.KQ,"Fine M-Tec CO.,LTD.",기타,356787519488,KOSDAQ
041830.KQ,"InBody Co.,Ltd",기타,356173185024,KOSDAQ
051500.KQ,CJ Freshway Corporation,Consumer Defensive,354960834560,KOSDAQ
082800.KQ,"Vivozon Pharmaceutical Co., Ltd.",기타,354774417408,KOSDAQ
084695.KS,"Daesang Holdings Co., Ltd.",Consumer Defensive,354521153536,KOSPI
084690.KS,"Daesang Holdings Co., Ltd.",Consumer Defensive,354520367104,KOSPI
472850.KQ,POND GROUP,Consumer Cyclical,349875535872,KOSDAQ
101160.KQ,"Worldex Industry & Trading Co., Ltd.",기타,347556544512,KOSDAQ
484120.KQ,DOWOOINSYS,Technology,347451097088,KOSDAQ
026890.KS,"STIC Investments, Inc.",Financial Services,347383169024,KOSPI
005090.KS,"SGC Energy Co.,Ltd.",Industrials,347213529088,KOSPI
095500.KQ,"MNtech Co., Ltd.",기타,346994442240,KOSDAQ
094800.KS,Mirae Asset Asia Pacific Real Estate 1 Investment Company,기타,346788921344,KOSPI
256840.KQ,"BNC Korea Co., Ltd.",Healthcare,346078183424,KOSDAQ
060280.KQ,Curexo Inc.,기타,345155993600,KOSDAQ
194700.KQ,"NOVAREX Co.,Ltd.",Consumer Defensive,344130781184,KOSDAQ
078160.KQ,"MEDIPOST Co., Ltd.",기타,343715905536,KOSDAQ
003000.KS,"Bukwang Pharmaceutical Co., Ltd.",Healthcare,342859841536,KOSPI
126720.KS,"Soosan Industries Co., Ltd.",Industrials,342003056640,KOSPI
089010.KQ,"CHEMTRONICS.CO.,Ltd.",기타,341333671936,KOSDAQ
243070.KQ,"Huons Co., Ltd.",Healthcare,340999602176,KOSDAQ
043150.KQ,"Value Added Technology Co., Ltd.",기타,340906180608,KOSDAQ
107640.KQ,"HanJung Natural Connectivity System.co.,Ltd",Consumer Cyclical,338767314944,KOSDAQ
065680.KQ,UJU Electronics Co. Ltd,Technology,338419580928,KOSDAQ
455900.KQ,ANGEL,Technology,336550199296,KOSDAQ
260970.KQ,"S&D Co., Ltd",Basic Materials,334401896448,KOSDAQ
286940.KS,"LOTTE INNOVATE Co.,Ltd",Technology,334359724032,KOSPI
100790.KQ,"Mirae Asset Venture Investment Co., Ltd.",기타,333066174464,KOSDAQ
445090.KQ,ASICLAND,Technology,331586863104,KOSDAQ
007575.KS,"Ilyang Pharmaceutical Co.,Ltd",Healthcare,330715103232,KOSPI
094360.KQ,"Chips&Media, Inc.",기타,329909174272,KOSDAQ
204620.KQ,"Global Tax Free Co., Ltd.",Industrials,328875769856,KOSDAQ
007690.KS,"Kukdo Chemical Co., Ltd.",Basic Materials,328166637568,KOSPI
200880.KS,"Seoyon E-Hwa Co., Ltd.",Consumer Cyclical,328056799232,KOSPI
011930.KS,"Shinsung E&G Co.,Ltd.",Industrials,327741276160,KOSPI
001390.KS,KG Chemical Corporation,Basic Materials,326254788608,KOSPI
020000.KS,HANDSOME Corporation,Consumer Cyclical,324087939072,KOSPI
051980.KQ,"JOONGANG ADVANCED MATERIALS Co., Ltd.",Healthcare,322503802880,KOSDAQ
309710.KQ,IT-CHEM,Basic Materials,322124808192,KOSDAQ
171090.KQ,"SUNIC SYSTEM Co., Ltd.",Technology,322006810624,KOSDAQ
091700.KQ,"Partron Co., Ltd.",기타,321539112960,KOSDAQ
950170.KQ,JTC Inc.,Consumer Cyclical,320827064320,KOSDAQ
054950.KQ,"JVM Co., Ltd.",Healthcare,320776306688,KOSDAQ
420770.KQ,"GigaVis Co., Ltd.",Technology,320697729024,KOSDAQ
001275.KS,"BOOKOOK Securities Co., Ltd.",Financial Services,317743792128,KOSPI
001270.KS,"BOOKOOK Securities Co., Ltd.",Financial Services,317742907392,KOSPI
136480.KQ,"HARIM Co., Ltd.",Consumer Defensive,317499146240,KOSDAQ
217270.KQ,Neptune Company,Communication Services,314071089152,KOSDAQ
104830.KQ,"WONIK Materials Co.,Ltd.",Basic Materials,313939197952,KOSDAQ
014940.KQ,"Oriental Precision & Engineering Co.,Ltd.",Industrials,312909955072,KOSDAQ
007810.KS,"Korea Circuit Co., Ltd.",Technology,312303616000,KOSPI
007815.KS,"Korea Circuit Co., Ltd.",Technology,312303288320,KOSPI
000680.KS,LS Networks Corporation Limited,Consumer Cyclical,310877847552,KOSPI
002320.KS,"Hanjin Transportation Co., Ltd.",Industrials,310162685952,KOSPI
045100.KQ,"HANYANG ENG Co.,Ltd",기타,309198225408,KOSDAQ
068240.KQ,"Dawonsys Co.,Ltd.",Industrials,308360282112,KOSDAQ
402030.KQ,Konan Technology Inc.,기타,307897008128,KOSDAQ
001200.KS,"Eugene Investment & Securities Co.,Ltd.",Financial Services,307661012992,KOSPI
025770.KQ,"Korea Information & Communications Co., Ltd.",Industrials,307211272192,KOSDAQ
200710.KQ,"ADTechnology Co.,Ltd.",기타,307024035840,KOSDAQ
010690.KS,"HWASHIN CO.,Ltd",Consumer Cyclical,306194382848,KOSPI
206640.KQ,Boditech Med Inc.,Healthcare,305182638080,KOSDAQ
002310.KS,"Asia Paper Manufacturing. Co., Ltd",Basic Materials,304347152384,KOSPI
003800.KQ,Ace Bed Company Limited,Consumer Cyclical,304038707200,KOSDAQ
033270.KS,Korea United Pharm Inc.,Healthcare,303788359680,KOSPI
144510.KQ,GC Cell Corporation,Healthcare,303547416576,KOSDAQ
334970.KQ,"Prestige Biologics Co., Ltd.",기타,303476998144,KOSDAQ
035890.KQ,"Seohee Construction Co., Ltd.",Industrials,301232029696,KOSDAQ
176750.KQ,"DuChemBIO Co.,Ltd.",Healthcare,300737265664,KOSDAQ
016590.KS,"Shindaeyang Paper Co., Ltd.",Basic Materials,299785748480,KOSPI
357550.KQ,"Sukgyung AT Co., Ltd.",Basic Materials,299381981184,KOSDAQ
378340.KQ,"Philenergy Co., Ltd.",기타,299290591232,KOSDAQ
